,id,zipcode,condition,price_median_region,price,recommendation
1500,8562901830,98074,4,645000.0,454800.0,Buy
1518,8653600050,98074,5,645000.0,572000.0,Buy
1520,3575302880,98074,5,645000.0,339300.0,Buy
1536,3575304017,98074,4,645000.0,315000.0,Buy
1558,3575302759,98074,4,645000.0,365000.0,Buy
1590,6600220300,98074,4,645000.0,600000.0,Buy
1593,3575303700,98074,4,645000.0,324950.0,Buy
1599,3578401210,98074,4,645000.0,557000.0,Buy
1600,8562901010,98074,5,645000.0,505000.0,Buy
1700,8121610110,98053,4,635000.0,521000.0,Buy
1774,203100460,98053,4,635000.0,400000.0,Buy
1805,1525069058,98053,4,635000.0,568000.0,Buy
1822,8807600140,98053,4,635000.0,405000.0,Buy
1826,203100435,98053,4,635000.0,484000.0,Buy
1918,8807300130,98053,4,635000.0,330000.0,Buy
1936,7511200190,98053,4,635000.0,580000.0,Buy
1944,8807810660,98053,4,635000.0,350000.0,Buy
1961,203900610,98053,5,635000.0,339000.0,Buy
1967,8807810090,98053,4,635000.0,335000.0,Buy
1968,9508850120,98053,4,635000.0,602000.0,Buy
2044,7983200060,98003,4,266500.0,230000.0,Buy
2045,921049315,98003,4,266500.0,199000.0,Buy
2049,3584000310,98003,4,266500.0,225000.0,Buy
2050,1745100140,98003,4,266500.0,210000.0,Buy
2052,7511800070,98003,4,266500.0,264000.0,Buy
2055,7203000640,98003,4,266500.0,215000.0,Buy
2056,2329500260,98003,4,266500.0,232500.0,Buy
2057,421049116,98003,4,266500.0,216000.0,Buy
2061,7683800192,98003,4,266500.0,179950.0,Buy
2065,7203000465,98003,4,266500.0,245000.0,Buy
2077,4322300340,98003,4,266500.0,265000.0,Buy
2080,2268000370,98003,4,266500.0,190000.0,Buy
2082,2190601049,98003,4,266500.0,212000.0,Buy
2083,4131500140,98003,4,266500.0,175000.0,Buy
2100,5151600480,98003,4,266500.0,248000.0,Buy
2107,1140000050,98003,4,266500.0,215000.0,Buy
2111,2268000470,98003,4,266500.0,241500.0,Buy
2115,7875400050,98003,4,266500.0,212000.0,Buy
2116,3391900130,98003,4,266500.0,258750.0,Buy
2119,2268000050,98003,4,266500.0,229900.0,Buy
2120,2191600780,98003,4,266500.0,219000.0,Buy
2121,4222310290,98003,4,266500.0,253000.0,Buy
2128,2345500010,98003,4,266500.0,210500.0,Buy
2135,7941600220,98003,4,266500.0,219900.0,Buy
2160,5149800040,98003,4,266500.0,255000.0,Buy
2164,3275310220,98003,4,266500.0,244000.0,Buy
2185,4322300140,98003,4,266500.0,265000.0,Buy
2191,7941600390,98003,4,266500.0,225000.0,Buy
2198,2821049082,98003,5,266500.0,225000.0,Buy
2202,537000416,98003,4,266500.0,250000.0,Buy
2203,3275300270,98003,4,266500.0,250000.0,Buy
2204,103400160,98003,4,266500.0,263000.0,Buy
2209,7466900320,98003,4,266500.0,242000.0,Buy
2210,7682200320,98003,4,266500.0,197400.0,Buy
2219,9315100210,98003,4,266500.0,227490.0,Buy
2220,2329600040,98003,4,266500.0,158000.0,Buy
2229,3375300360,98003,4,266500.0,217500.0,Buy
2230,2190600243,98003,4,266500.0,210000.0,Buy
2232,4222310220,98003,4,266500.0,235500.0,Buy
2236,7683800212,98003,4,266500.0,229000.0,Buy
2237,2268000180,98003,4,266500.0,230000.0,Buy
2242,2501600150,98003,4,266500.0,194000.0,Buy
2247,4222310010,98003,4,266500.0,152500.0,Buy
2255,2329600280,98003,4,266500.0,225900.0,Buy
2258,7683800010,98003,4,266500.0,205000.0,Buy
2260,7943000020,98003,4,266500.0,183000.0,Buy
2266,271200130,98003,4,266500.0,215000.0,Buy
2267,7984400005,98003,4,266500.0,253500.0,Buy
2274,4222310680,98003,5,266500.0,240000.0,Buy
2297,3584000180,98003,5,266500.0,253400.0,Buy
2301,643000110,98003,4,266500.0,247500.0,Buy
2304,1745000090,98003,4,266500.0,208000.0,Buy
2305,7575600610,98003,4,266500.0,265000.0,Buy
2310,5153900150,98003,4,266500.0,205000.0,Buy
2320,3530510041,98198,4,265000.0,188500.0,Buy
2323,8644000060,98198,4,265000.0,237000.0,Buy
2325,2008200060,98198,4,265000.0,160000.0,Buy
2329,3530490070,98198,4,265000.0,210000.0,Buy
2340,3445000274,98198,4,265000.0,170000.0,Buy
2351,1697000370,98198,5,265000.0,234000.0,Buy
2352,6889000060,98198,4,265000.0,225000.0,Buy
2353,2946000751,98198,4,265000.0,230000.0,Buy
2359,3530530110,98198,4,265000.0,149900.0,Buy
2372,3530540090,98198,4,265000.0,245000.0,Buy
2373,2013800705,98198,4,265000.0,239000.0,Buy
2377,3530450100,98198,4,265000.0,210000.0,Buy
2379,2946001645,98198,4,265000.0,232000.0,Buy
2384,7686203275,98198,4,265000.0,140000.0,Buy
2388,9536601045,98198,4,265000.0,227500.0,Buy
2394,3530470190,98198,4,265000.0,220000.0,Buy
2398,7893808220,98198,4,265000.0,250000.0,Buy
2407,2946000912,98198,4,265000.0,212500.0,Buy
2408,3530500010,98198,4,265000.0,176000.0,Buy
2411,2946000285,98198,4,265000.0,200000.0,Buy
2412,2946001950,98198,4,265000.0,248000.0,Buy
2425,1022049182,98198,4,265000.0,175000.0,Buy
2430,2122049013,98198,4,265000.0,204750.0,Buy
2431,7686203195,98198,4,265000.0,249950.0,Buy
2432,3530490031,98198,4,265000.0,202200.0,Buy
2441,6052401215,98198,5,265000.0,255000.0,Buy
2447,3530420110,98198,4,265000.0,195000.0,Buy
2455,7522600030,98198,4,265000.0,251000.0,Buy
2457,7888300340,98198,4,265000.0,216000.0,Buy
2465,3530490160,98198,4,265000.0,178500.0,Buy
2467,7888100240,98198,4,265000.0,245000.0,Buy
2479,2011400520,98198,4,265000.0,240000.0,Buy
2480,1953400510,98198,4,265000.0,199950.0,Buy
2481,6929604005,98198,4,265000.0,240000.0,Buy
2482,7686202065,98198,4,265000.0,170000.0,Buy
2483,7888200140,98198,4,265000.0,250000.0,Buy
2486,7686203385,98198,4,265000.0,204000.0,Buy
2492,9536601996,98198,4,265000.0,149500.0,Buy
2502,7524200180,98198,4,265000.0,207000.0,Buy
2508,3530430155,98198,4,265000.0,168000.0,Buy
2515,7686204675,98198,4,265000.0,248000.0,Buy
2524,2013801086,98198,4,265000.0,245000.0,Buy
2540,7686203180,98198,4,265000.0,172500.0,Buy
2541,7893206305,98198,4,265000.0,245000.0,Buy
2543,7686202635,98198,4,265000.0,185000.0,Buy
2546,3445000005,98198,4,265000.0,237600.0,Buy
2547,3530420020,98198,4,265000.0,162950.0,Buy
2554,6929603207,98198,4,265000.0,243500.0,Buy
2555,3530430100,98198,4,265000.0,187000.0,Buy
2556,2946001675,98198,4,265000.0,234000.0,Buy
2577,9456200405,98198,4,265000.0,205950.0,Buy
2579,3530410081,98198,4,265000.0,216500.0,Buy
2606,84000335,98146,5,309000.0,225000.0,Buy
2656,7520000440,98146,4,309000.0,214000.0,Buy
2668,6341000221,98146,4,309000.0,287000.0,Buy
2680,7454001060,98146,4,309000.0,295000.0,Buy
2682,3275800050,98146,4,309000.0,242000.0,Buy
2689,123039424,98146,5,309000.0,303000.0,Buy
2710,6303400981,98146,4,309000.0,190000.0,Buy
2713,8103000110,98146,4,309000.0,280000.0,Buy
2732,6303400520,98146,5,309000.0,265000.0,Buy
2733,1823049046,98146,4,309000.0,240000.0,Buy
2751,7454001120,98146,5,309000.0,285950.0,Buy
2755,723049448,98146,4,309000.0,279500.0,Buy
2758,1591600676,98146,4,309000.0,246000.0,Buy
2766,3841600220,98146,4,309000.0,282500.0,Buy
2767,3744600704,98146,4,309000.0,270000.0,Buy
2773,7211401485,98146,4,309000.0,285000.0,Buy
2778,7889602020,98146,4,309000.0,240000.0,Buy
2790,6303401150,98146,4,309000.0,125000.0,Buy
2811,7889600080,98146,5,309000.0,208000.0,Buy
2840,7907600100,98146,5,309000.0,287500.0,Buy
2854,9357000230,98146,4,309000.0,267000.0,Buy
2879,722079104,98038,5,342000.0,314000.0,Buy
2880,2525310310,98038,4,342000.0,272500.0,Buy
2893,1545808560,98038,5,342000.0,245000.0,Buy
2895,2525300030,98038,4,342000.0,232000.0,Buy
2899,222069082,98038,4,342000.0,300000.0,Buy
2906,2322069114,98038,4,342000.0,287653.0,Buy
2908,2310000240,98038,4,342000.0,275000.0,Buy
2911,7437100570,98038,4,342000.0,291000.0,Buy
2913,2025700860,98038,4,342000.0,287000.0,Buy
2920,922069139,98038,5,342000.0,260000.0,Buy
2930,1545807990,98038,5,342000.0,315000.0,Buy
2935,2525300550,98038,4,342000.0,225000.0,Buy
2943,2215902010,98038,4,342000.0,275000.0,Buy
2971,6399600115,98038,4,342000.0,279000.0,Buy
2987,1545805820,98038,4,342000.0,274000.0,Buy
2993,2525300480,98038,4,342000.0,224975.0,Buy
3000,2025700130,98038,4,342000.0,269950.0,Buy
3014,2025700080,98038,4,342000.0,265000.0,Buy
3038,2310000430,98038,4,342000.0,284000.0,Buy
3049,1545802850,98038,5,342000.0,286000.0,Buy
3050,2310000380,98038,4,342000.0,269950.0,Buy
3058,2310000280,98038,4,342000.0,275000.0,Buy
3064,2085200545,98038,4,342000.0,180000.0,Buy
3069,2025700430,98038,4,342000.0,269500.0,Buy
3070,1545803340,98038,5,342000.0,269000.0,Buy
3072,2525300380,98038,4,342000.0,260656.0,Buy
3075,1545803980,98038,4,342000.0,239000.0,Buy
3081,2525310040,98038,4,342000.0,206000.0,Buy
3087,1545803520,98038,4,342000.0,251000.0,Buy
3092,1545807810,98038,4,342000.0,118000.0,Buy
3094,1545801970,98038,5,342000.0,250000.0,Buy
3104,4396000530,98038,4,342000.0,290000.0,Buy
3126,2215900180,98038,4,342000.0,270000.0,Buy
3146,2215900800,98038,4,342000.0,290000.0,Buy
3156,2025701360,98038,4,342000.0,260000.0,Buy
3162,4123800260,98038,4,342000.0,257700.0,Buy
3168,2310030390,98038,4,342000.0,275000.0,Buy
3176,2525300200,98038,4,342000.0,215000.0,Buy
3189,2525310320,98038,4,342000.0,290000.0,Buy
3196,2215901230,98038,4,342000.0,254000.0,Buy
3202,2025700200,98038,4,342000.0,265000.0,Buy
3209,2025700270,98038,4,342000.0,260250.0,Buy
3219,1022069050,98038,4,342000.0,207000.0,Buy
3225,2025701530,98038,4,342000.0,282000.0,Buy
3230,1545804240,98038,4,342000.0,252000.0,Buy
3232,2215900410,98038,4,342000.0,323000.0,Buy
3234,2025700730,98038,4,342000.0,287200.0,Buy
3256,5111400081,98038,4,342000.0,280000.0,Buy
3257,4396000180,98038,5,342000.0,267500.0,Buy
3262,1545807920,98038,4,342000.0,245000.0,Buy
3265,2025700790,98038,4,342000.0,290700.0,Buy
3266,2525300540,98038,4,342000.0,185000.0,Buy
3267,3523069060,98038,4,342000.0,290000.0,Buy
3286,2310000250,98038,4,342000.0,190000.0,Buy
3287,1441300130,98038,5,342000.0,319000.0,Buy
3293,2025701190,98038,4,342000.0,295000.0,Buy
3308,2310000440,98038,4,342000.0,279950.0,Buy
3313,2215901190,98038,4,342000.0,254000.0,Buy
3333,5111400086,98038,5,342000.0,110000.0,Buy
3335,1545806720,98038,5,342000.0,254950.0,Buy
3341,2025701390,98038,4,342000.0,316000.0,Buy
3347,2215900900,98038,4,342000.0,295000.0,Buy
3348,2025700740,98038,4,342000.0,275250.0,Buy
3350,2215900930,98038,4,342000.0,225000.0,Buy
3357,1545806960,98038,4,342000.0,295000.0,Buy
3359,2025701080,98038,4,342000.0,305000.0,Buy
3360,422069067,98038,4,342000.0,276500.0,Buy
3371,1545808960,98038,4,342000.0,237500.0,Buy
3383,1545807180,98038,4,342000.0,190000.0,Buy
3467,7374600060,98007,4,555000.0,550000.0,Buy
3470,1562100030,98007,4,555000.0,515000.0,Buy
3473,2159900060,98007,4,555000.0,451101.0,Buy
3481,4040200490,98007,4,555000.0,461000.0,Buy
3482,793200100,98007,4,555000.0,360000.0,Buy
3484,2207100405,98007,4,555000.0,423000.0,Buy
3487,2207200820,98007,4,555000.0,413107.0,Buy
3496,2207200675,98007,4,555000.0,419000.0,Buy
3499,6751300130,98007,4,555000.0,510500.0,Buy
3503,4040600190,98007,4,555000.0,509500.0,Buy
3505,6751300255,98007,4,555000.0,470000.0,Buy
3508,2159900020,98007,4,555000.0,445000.0,Buy
3511,2207200405,98007,4,555000.0,460000.0,Buy
3523,2207100650,98007,4,555000.0,499990.0,Buy
3526,7923300310,98007,4,555000.0,495000.0,Buy
3527,4040400200,98007,4,555000.0,527500.0,Buy
3530,7923700030,98007,4,555000.0,490000.0,Buy
3537,646500070,98007,5,555000.0,420000.0,Buy
3539,4040400340,98007,4,555000.0,460000.0,Buy
3541,4305200070,98007,4,555000.0,350000.0,Buy
3542,6751100125,98007,4,555000.0,472000.0,Buy
3549,6751300065,98007,4,555000.0,518000.0,Buy
3553,4039400410,98007,5,555000.0,525000.0,Buy
3557,7923300230,98007,4,555000.0,479000.0,Buy
3558,2159900120,98007,4,555000.0,419000.0,Buy
3561,7923700020,98007,4,555000.0,450000.0,Buy
3562,4038400130,98007,4,555000.0,412000.0,Buy
3563,2207200635,98007,5,555000.0,439800.0,Buy
3566,4038300010,98007,4,555000.0,390000.0,Buy
3569,8617000020,98007,4,555000.0,485000.0,Buy
3572,8838900167,98007,4,555000.0,542500.0,Buy
3578,4039400430,98007,4,555000.0,330000.0,Buy
3579,2207100165,98007,4,555000.0,475000.0,Buy
3581,4039300490,98007,4,555000.0,400000.0,Buy
3583,324059076,98007,4,555000.0,430000.0,Buy
3587,1944900090,98007,4,555000.0,462000.0,Buy
3589,4040500100,98007,4,555000.0,539000.0,Buy
3592,7923600330,98007,4,555000.0,520000.0,Buy
3594,7923700330,98007,4,555000.0,510000.0,Buy
3595,2207100740,98007,4,555000.0,463000.0,Buy
3599,6751100205,98007,4,555000.0,450000.0,Buy
3601,9212900260,98115,4,564750.0,468000.0,Buy
3604,9215400105,98115,4,564750.0,450000.0,Buy
3614,2710600045,98115,4,564750.0,460000.0,Buy
3615,5101405124,98115,4,564750.0,435000.0,Buy
3623,3188100400,98115,5,564750.0,530000.0,Buy
3635,6392003490,98115,4,564750.0,433500.0,Buy
3641,8815400105,98115,5,564750.0,500000.0,Buy
3642,5101402482,98115,4,564750.0,520000.0,Buy
3650,434000030,98115,4,564750.0,555000.0,Buy
3665,2464400340,98115,5,564750.0,381500.0,Buy
3679,7920100025,98115,4,564750.0,450000.0,Buy
3696,8024201270,98115,4,564750.0,365000.0,Buy
3704,3544400236,98115,4,564750.0,494000.0,Buy
3728,9137101353,98115,4,564750.0,489000.0,Buy
3731,442000015,98115,4,564750.0,445000.0,Buy
3734,5101404563,98115,4,564750.0,561500.0,Buy
3737,6844702690,98115,4,564750.0,476500.0,Buy
3742,8024201503,98115,4,564750.0,475000.0,Buy
3743,9547205225,98115,5,564750.0,540000.0,Buy
3754,5100402668,98115,4,564750.0,495000.0,Buy
3760,6820100010,98115,4,564750.0,415000.0,Buy
3778,5100404030,98115,4,564750.0,523000.0,Buy
3784,3856900005,98115,4,564750.0,535000.0,Buy
3787,3908100020,98115,5,564750.0,540000.0,Buy
3791,3692900010,98115,5,564750.0,445000.0,Buy
3792,2754700170,98115,4,564750.0,443500.0,Buy
3796,1868901815,98115,4,564750.0,547000.0,Buy
3804,6914700130,98115,4,564750.0,520500.0,Buy
3817,2887702070,98115,4,564750.0,490000.0,Buy
3819,3423600065,98115,4,564750.0,540000.0,Buy
3820,5101400838,98115,4,564750.0,450000.0,Buy
3822,3658700690,98115,4,564750.0,480000.0,Buy
3828,1868903130,98115,4,564750.0,542000.0,Buy
3840,9000025,98115,4,564750.0,496000.0,Buy
3845,5282200015,98115,5,564750.0,525000.0,Buy
3848,5207200360,98115,4,564750.0,420000.0,Buy
3851,5100402644,98115,4,564750.0,525000.0,Buy
3856,2979800845,98115,5,564750.0,501000.0,Buy
3871,5100402782,98115,4,564750.0,511000.0,Buy
3874,5101401816,98115,4,564750.0,505000.0,Buy
3875,2887701420,98115,4,564750.0,489000.0,Buy
3876,1995200200,98115,4,564750.0,313950.0,Buy
3881,3735901600,98115,5,564750.0,435000.0,Buy
3890,5430300106,98115,4,564750.0,460000.0,Buy
3898,5101402435,98115,5,564750.0,312000.0,Buy
3904,9222400565,98115,5,564750.0,474000.0,Buy
3910,5100403754,98115,4,564750.0,420000.0,Buy
3923,6884800262,98115,5,564750.0,535000.0,Buy
3924,8024201525,98115,4,564750.0,427000.0,Buy
3926,2887700875,98115,4,564750.0,344000.0,Buy
3931,5100402767,98115,4,564750.0,397000.0,Buy
3934,9547200790,98115,4,564750.0,518000.0,Buy
3937,6844700975,98115,4,564750.0,529100.0,Buy
3946,9528102060,98115,4,564750.0,516000.0,Buy
3966,2887700995,98115,4,564750.0,530000.0,Buy
3967,1566100450,98115,5,564750.0,505000.0,Buy
3979,2887701251,98115,5,564750.0,392800.0,Buy
4013,5100404761,98115,4,564750.0,547500.0,Buy
4014,5652601155,98115,4,564750.0,564000.0,Buy
4021,2710600080,98115,4,564750.0,525000.0,Buy
4023,1566100130,98115,4,564750.0,319000.0,Buy
4025,5100401315,98115,4,564750.0,395000.0,Buy
4038,5652600427,98115,4,564750.0,420000.0,Buy
4049,3543900380,98115,4,564750.0,395000.0,Buy
4050,446000010,98115,4,564750.0,508500.0,Buy
4059,1868900285,98115,4,564750.0,552000.0,Buy
4062,6392003810,98115,4,564750.0,530000.0,Buy
4067,7974200777,98115,4,564750.0,531000.0,Buy
4070,8024201210,98115,5,564750.0,550000.0,Buy
4071,1868900395,98115,4,564750.0,500000.0,Buy
4073,7177300735,98115,4,564750.0,546000.0,Buy
4082,5100402310,98115,4,564750.0,425000.0,Buy
4084,2979800750,98115,4,564750.0,552000.0,Buy
4088,9221400600,98115,5,564750.0,462000.0,Buy
4092,6820100035,98115,4,564750.0,493000.0,Buy
4093,2887701970,98115,4,564750.0,425000.0,Buy
4094,5210200184,98115,4,564750.0,452000.0,Buy
4096,925049318,98115,4,564750.0,475000.0,Buy
4099,8024202380,98115,4,564750.0,418000.0,Buy
4100,2755200040,98115,4,564750.0,492000.0,Buy
4104,9547202950,98115,4,564750.0,564000.0,Buy
4105,5102400025,98115,4,564750.0,450000.0,Buy
4129,7177300090,98115,4,564750.0,395000.0,Buy
4183,2769600560,98107,4,529950.0,529000.0,Buy
4187,1176001195,98107,4,529950.0,375000.0,Buy
4190,2767600171,98107,5,529950.0,440000.0,Buy
4199,2768100690,98107,4,529950.0,513000.0,Buy
4201,7550801220,98107,4,529950.0,450000.0,Buy
4202,2768301214,98107,4,529950.0,395000.0,Buy
4212,7550800945,98107,4,529950.0,526000.0,Buy
4229,2768100545,98107,4,529950.0,499000.0,Buy
4230,1324300290,98107,4,529950.0,485000.0,Buy
4236,3019300050,98107,4,529950.0,445000.0,Buy
4237,2769602475,98107,4,529950.0,490000.0,Buy
4240,475000080,98107,4,529950.0,515000.0,Buy
4243,1175000073,98107,4,529950.0,500000.0,Buy
